Municipio;UF;Total;count;mean;std;min;25%;50%;75%;max
ALTO ALEGRE DOS PARECIS;RO;477222;686;695.66;213.75;205;600;700;800;1444
ALTO ARAGUAIA;MT;800156;1171;683.31;160.65;180;600;650;750;1594
ALTO BELA VISTA;SC;15320;22;696.36;140.9;350;600;650;800;950
ALTO BOA VISTA;MT;375168;505;742.91;273.71;205;600;700;850;2170
ALTO CAPARAO;MG;525880;758;693.77;145.5;230;600;650;750;1594
ALTO DO RODRIGUES;RN;1164656;1819;640.27;136.44;205;600;600;700;1384
ALTO FELIZ;RS;13974;17;822.0;280.43;338;600;800;1010;1394
ALTO GARCAS;MT;864722;1235;700.18;157.27;205;600;700;800;1594
ALTO HORIZONTE;GO;320296;474;675.73;184.3;205;600;650;750;1978
ALTO JEQUITIBA;MG;906853;1343;675.24;131.72;300;600;650;750;1544
ALTO LONGA;PI;2061818;3109;663.18;133.02;205;600;600;750;1878
ALTO PARAGUAI;MT;823382;1236;666.17;155.25;205;600;600;750;1644
ALTO PARAISO;PR;174251;252;691.47;188.81;230;600;650;800;1444
ALTO PARAISO;RO;839953;1224;686.24;209.43;205;600;700;800;2020
ALTO PARAISO DE GOIAS;GO;477581;681;701.29;235.32;205;600;700;800;2212
ALTO PARANA;PR;621879;898;692.52;192.65;180;600;650;800;1634
ALTO PARNAIBA;MA;1268840;1740;729.22;220.45;205;600;690;800;2312
ALTO PIQUIRI;PR;502956;729;689.93;175.57;180;600;650;766;1486
ALTO RIO DOCE;MG;1033880;1516;681.98;136.62;205;600;650;750;1694
ALTO RIO NOVO;ES;780640;1137;686.58;144.22;288;600;650;750;1544
ALTO SANTO;CE;1821240;2716;670.56;137.42;205;600;650;750;1502
ALTO TAQUARI;MT;323543;501;645.79;223.72;180;490;650;750;1978
ALTONIA;PR;505377;720;701.91;166.63;280;600;653;800;1352
ALTOS;PI;3870683;5509;702.61;178.66;180;600;650;790;2362
ALUMINIO;SP;413529;595;695.01;209.29;205;600;650;760;1936
ALVARAES;AM;2490745;3063;813.17;236.15;180;650;750;900;2312
ALVARENGA;MG;444103;679;654.05;153.2;205;600;640;750;1544
ALVARES FLORENCE;SP;129935;196;662.93;150.37;230;600;650;750;1092
ALVARES MACHADO;SP;1253440;1870;670.29;155.81;180;600;650;750;1594
ALVARO DE CARVALHO;SP;203678;293;695.15;180.1;205;600;650;750;1544
ALVINLANDIA;SP;127071;177;717.92;183.54;325;600;666;800;1444
ALVINOPOLIS;MG;972458;1425;682.43;154.22;230;600;650;750;1736
ALVORADA;RS;9365322;13314;703.42;177.49;180;600;650;800;2654
ALVORADA;TO;636592;910;699.55;172.15;205;600;650;800;1886
ALVORADA D'OESTE;RO;905362;1261;717.97;179.9;180;650;700;800;1686
ALVORADA DE MINAS;MG;467410;664;703.93;190.99;230;600;650;750;1812
ALVORADA DO GURGUEIA;PI;873186;1268;688.63;165.2;230;600;650;750;1515
ALVORADA DO NORTE;GO;680438;970;701.48;166.87;255;600;650;800;1536
ALVORADA DO SUL;PR;323922;504;642.7;217.24;205;536;640;750;1836
AMAJARI;RR;1463187;1883;777.05;251.91;180;600;750;860;2120
AMAMBAI;MS;3221117;4622;696.91;197.03;180;600;650;750;2262
AMAPA;AP;1494882;2096;713.21;193.67;255;600;650;750;1978
AMAPA DO MARANHAO;MA;1288414;1754;734.56;174.37;300;600;700;800;1870
AMAPORA;PR;348814;518;673.39;176.2;205;590;650;750;1444
AMARAJI;PE;2829074;4243;666.76;139.75;180;600;650;750;2370
AMARAL FERRADOR;RS;318215;466;682.86;140.97;230;600;650;750;1452
AMARALINA;GO;250607;381;657.76;192.26;205;600;650;750;1544
AMARANTE;PI;3063883;4450;688.51;174.97;205;600;600;750;2181
AMARANTE DO MARANHAO;MA;4448830;5746;774.25;263.88;180;600;750;889;2326
AMARGOSA;BA;3624402;5456;664.3;167.29;180;600;650;750;2496
AMATURA;AM;1641405;1902;862.99;302.89;180;650;750;960;2404
AMELIA RODRIGUES;BA;2370806;3648;649.89;156.23;180;600;640;750;2696
AMERICA DOURADA;BA;2173433;3137;692.84;157.06;205;600;650;750;2102
AMERICANA;SP;4167355;5980;696.88;171.84;200;600;650;787;2170
AMERICANO DO BRASIL;GO;370397;541;684.65;153.97;205;600;650;750;1486
AMERICO BRASILIENSE;SP;1135088;1641;691.71;162.7;180;600;650;750;1736
AMERICO DE CAMPOS;SP;266070;394;675.3;135.7;325;600;650;750;1228
AMETISTA DO SUL;RS;351603;495;710.31;173.4;205;600;700;800;1636
AMONTADA;CE;6057049;8613;703.24;194.47;205;600;650;750;2546
AMORINOPOLIS;GO;315855;460;686.64;133.25;300;600;650;750;1778
AMPARO;PB;375872;562;668.81;139.43;280;600;650;750;1878
AMPARO;SP;1459124;2110;691.53;167.98;205;600;650;750;1778
AMPARO DE SAO FRANCISCO;SE;248946;371;671.01;175.11;238;600;640;750;1444
AMPARO DO SERRA;MG;567056;852;665.56;138.17;205;600;650;750;1352
AMPERE;PR;274539;418;656.79;257.82;180;430;650;800;1715
ANADIA;AL;2225572;3392;656.12;150.26;205;600;600;750;2162
ANAGE;BA;3410834;5135;664.23;127.41;180;600;622;733;2254
ANAHY;PR;129469;185;699.83;175.77;325;600;650;782;1362
ANAJAS;PA;6568680;8296;791.79;267.74;263;600;700;900;2504
ANAJATUBA;MA;4191251;6016;696.68;153.48;50;600;650;750;2120
ANALANDIA;SP;188922;276;684.5;167.12;230;600;650;750;1645
ANAMA;AM;1744140;2215;787.42;246.78;205;650;750;900;2646
ANANAS;TO;1051125;1487;706.88;171.78;180;600;656;800;1580
ANANINDEUA;PA;29202754;43204;675.93;149.2;180;600;650;750;2544
ANAPOLIS;GO;6839575;9734;702.65;236.63;180;600;700;800;2220
ANAPU;PA;5774196;7964;725.04;165.42;205;600;700;800;2112
ANAPURUS;MA;2969711;4111;722.38;184.42;205;600;700;800;2062
ANASTACIO;MS;1749505;2478;706.01;183.21;180;600;690;800;2120
ANAURILANDIA;MS;357447;523;683.46;197.73;205;600;650;750;1720
ANCHIETA;ES;1708026;2497;684.03;177.8;180;600;650;750;1828
ANCHIETA;SC;79198;128;618.73;200.51;205;450;633;780;1152
ANDARAI;BA;1910800;2806;680.97;152.61;300;600;650;750;2136
ANDIRA;PR;1012601;1481;683.73;169.06;280;600;650;750;1928
ANDORINHA;BA;2038271;3136;649.96;131.81;205;600;600;700;1828
ANDRADAS;MG;975651;1449;673.33;188.46;180;600;650;750;2070
ANDRADINA;SP;2278476;3367;676.71;153.75;180;600;650;750;1970
ANDRE DA ROCHA;RS;43156;61;707.48;131.72;440;600;650;750;1146
ANDRELANDIA;MG;1139091;1725;660.34;123.36;205;600;600;750;1636
ANGATUBA;SP;1012419;1418;713.98;181.66;205;600;650;800;2546
ANGELANDIA;MG;828155;1117;741.41;207.67;230;600;700;800;2120
ANGELICA;MS;574237;832;690.19;195.19;205;600;650;800;1851
ANGELIM;PE;1724151;2552;675.61;150.48;180;600;618;750;2254
ANGELINA;SC;96724;141;685.99;198.7;300;600;650;800;1386
ANGICAL;BA;2094953;3012;695.54;160.51;230;600;650;750;2612
ANGICAL DO PIAUI;PI;1474507;2296;642.21;124.83;230;600;600;651;1594
ANGICO;TO;172738;256;674.76;206.17;205;600;650;800;1620
ANGICOS;RN;1184530;1862;636.16;157.08;180;590;600;700;1912
ANGRA DOS REIS;RJ;12915059;19189;673.04;155.78;180;600;650;750;2362
ANGUERA;BA;1675535;2523;664.1;116.69;280;600;640;750;1686
ANGULO;PR;123964;185;670.08;210.64;205;600;600;750;1402
ANHANGUERA;GO;53780;78;689.49;204.96;288;600;650;750;1344
ANHEMBI;SP;390820;551;709.29;205.53;230;600;690;800;1786
ANHUMAS;SP;107167;169;634.12;226.6;230;540;600;750;1736
ANICUNS;GO;1223136;1880;650.6;159.67;205;600;650;750;1384
ANISIO DE ABREU;PI;1138840;1779;640.16;133.52;180;600;600;700;1820
ANITA GARIBALDI;SC;583428;853;683.97;136.73;300;600;650;750;1352
ANITAPOLIS;SC;106606;144;740.32;182.77;300;604;750;800;1444
ANORI;AM;2585587;3583;721.63;186.32;230;600;650;800;2312
ANTA GORDA;RS;30675;47;652.66;222.14;300;475;650;750;1412
ANTAS;BA;1916633;3044;629.64;119.04;205;600;600;650;1810
ANTONINA;PR;1494010;2219;673.28;156.49;180;600;650;750;1502
ANTONINA DO NORTE;CE;1529884;2354;649.91;127.64;180;600;600;700;1686
ANTONIO ALMEIDA;PI;393996;564;698.57;185.7;300;600;650;750;1636
ANTONIO CARDOSO;BA;2054346;3002;684.33;147.34;230;600;650;750;2020
ANTONIO CARLOS;MG;714918;1048;682.17;152.01;255;600;650;750;2012
ANTONIO CARLOS;SC;167936;236;711.59;203.38;280;600;700;800;1394
ANTONIO DIAS;MG;564596;832;678.6;178.6;205;600;650;750;1786
ANTONIO GONCALVES;BA;1593268;2368;672.83;160.81;205;600;640;750;2362
ANTONIO JOAO;MS;513954;724;709.88;214.02;205;600;700;800;1686
ANTONIO MARTINS;RN;1112596;1710;650.64;111.72;300;600;600;700;1394
ANTONIO OLINTO;PR;579350;856;676.81;133.39;205;600;650;750;1402
ANTONIO PRADO;RS;194971;282;691.39;190.03;230;600;650;800;1444
ANTONIO PRADO DE MINAS;MG;95818;145;660.81;144.62;300;600;600;750;1210
APARECIDA;PB;1279499;1951;655.82;128.52;205;600;600;700;1778
APARECIDA;SP;1068875;1496;714.49;199.51;205;600;700;800;2117
APARECIDA D'OESTE;SP;228611;344;664.57;163.49;205;600;650;750;1302
APARECIDA DE GOIANIA;GO;12853240;17880;718.86;204.83;180;640;750;800;2688
APARECIDA DO RIO DOCE;GO;128414;190;675.86;200.1;180;600;650;790;1252
APARECIDA DO RIO NEGRO;TO;410041;542;756.53;200.2;325;600;700;840;1636
APARECIDA DO TABOADO;MS;1116232;1655;674.46;209.15;180;600;650;800;2220
APERIBE;RJ;717386;1089;658.76;134.21;205;600;600;750;1326
APIACA;ES;817582;1257;650.42;142.41;180;600;600;700;1544
APIACAS;MT;343712;493;697.18;218.63;205;600;650;800;2362
APIAI;SP;1756811;2588;678.83;154.42;180;600;650;750;1644
APICUM-ACU;MA;3593278;5262;682.87;172.63;205;600;650;750;2312
APIUNA;SC;93065;138;674.38;267.79;205;492;650;800;1636
APODI;RN;4819129;7561;637.37;112.64;180;600;600;700;1352
APORA;BA;2881396;4287;672.12;148.69;300;600;600;750;1970
APORE;GO;229808;330;696.39;158.03;280;600;700;764;1402
APUAREMA;BA;1278838;1930;662.61;155.2;205;600;600;750;1636
APUCARANA;PR;3848079;5544;694.1;180.07;180;600;650;800;2062
APUI;AM;1619452;2198;736.78;190.25;205;600;700;800;2654
APUIARES;CE;2353824;3612;651.67;138.43;180;600;600;700;1728
AQUIDABA;SE;2533950;3851;658.0;151.02;180;600;600;750;2020
